timestamp,lat,lon,Total,Countrate,U238,K40,Th232,Cs137,Height,Press,Temp,Hum
1751446865635,47.9718259372093,16.506614574418606,1144,298,224.815,638.028,-8.466,8.513,244.60051937984497,996.9644707085828,35.70108283433134,33.83891716566867
1751446901666,47.971846007943924,16.506251382943923,4541,1660,449.537,12299.068,-61.046,-121.571,242.70020560747665,997.0527311377245,35.74,33.63916167664671
1751447018764,47.971847793405345,16.505643283058557,677,227,36.215,402.421,33.555,16.412,241.94853155201818,997.1139728179552,35.86,33.10978054862843
1751446784581,47.97186966456693,16.50686723277559,602,203,47.258,136.87,22.392,23.81,245.32697047244096,997.1377005988023,35.63,34.208343313373256
1751447009758,47.971870236960605,16.505879944277673,1077,406,81.261,1892.349,10.119,0.258,243.0800750469043,997.1086467065868,35.84011976047905,33.14
1751446868637,47.97187454523937,16.506519276492735,1904,581,451.246,2198.957,-59.153,-66.157,244.7054749865519,996.9677528942116,35.71,33.82
1751446898663,47.97189231250599,16.506162765884042,4224,1235,342.438,12124.058,-63.585,-125.385,242.6725194058457,997.0305986027944,35.74,33.66828343313374
1751447015763,47.97191332853437,16.505689370514485,688,243,68.999,167.885,20.821,26.169,242.81725075659315,997.1125175648702,35.85007984031936,33.129920159680644
1751447012760,47.971916039999996,16.50578986,759,262,56.808,402.759,37.772,11.289,243.1076,997.1133109725686,35.85,33.16
1751446781578,47.97192016358257,16.506771402904786,608,198,66.746,213.017,2.157,9.391,244.65863044647662,997.1466437125748,35.63,34.22832335329341
1751446871640,47.97192497856192,16.50642220346205,2604,812,703.643,2963.895,-115.752,-97.415,244.76835330670218,996.9699791521198,35.71,33.808957605985036
1751446745555,47.97193328413556,16.506424867829075,1576,694,350.774,1485.143,-23.673,-60.631,246.82508005893908,997.6507359102245,35.56196009975063,34.57019950124688
1751446895659,47.97194096203703,16.50606469619883,2473,663,213.501,6694.734,-39.539,-49.969,242.6715911306043,997.004914713217,35.74,33.68
1751446778576,47.97196742433668,16.506678675617565,700,265,44.639,357.911,29.249,4.84,244.6071198536139,997.1591734164589,35.62,34.22340149625935
1751446874642,47.97197643964777,16.50632350927835,2580,921,651.92,2889.016,-76.727,-83.165,244.79865463917525,996.9692035928143,35.71,33.8
1751446892657,47.97199380324391,16.50595385614473,1428,391,163.502,2843.298,-23.2,-30.677,242.97410854647538,996.9857736027943,35.73,33.69910678642715
1751446775573,47.972020591581774,16.506577787453082,745,287,39.709,396.201,41.625,1.733,244.65222627345844,997.1744728179551,35.62,34.25655860349127
1751446877645,47.97202440626284,16.50623259892197,1854,732,400.857,2614.805,-59.301,-59.234,244.84575256673511,996.9694097755611,35.72,33.76899750623441
1751446889654,47.97204810921533,16.505892124771897,951,291,140.685,555.228,1.839,-14.241,243.46699178832117,996.9715953592814,35.73,33.72
1751446772570,47.97206662331132,16.506484079075673,861,299,109.479,274.151,27.197,1.738,244.64185728796343,997.1823964071856,35.61173652694611,34.28479041916167
1751446880647,47.972075077326735,16.506136135841583,1159,462,256.357,873.822,-24.883,-20.623,244.75054455445544,996.9680305389222,35.72,33.7960878243513
1751446769567,47.97211507055394,16.506388632944606,881,291,94.501,585.834,27.714,-11.933,244.79060349854228,997.196095511222,35.61,34.30648877805486
1751446883650,47.972123222267825,16.506039602103645,766,269,81.073,393.293,13.362,20.335,244.7098445356593,996.9636,35.72,33.77616766467066
1751446886652,47.972123382568306,16.505944683060108,760,242,62.757,321.348,27.225,23.528,244.2773863387978,996.9626437905237,35.72093765586035,33.739062344139654
1751446766566,47.972168081797236,16.506284902188938,839,263,78.629,270.836,25.092,19.155,245.0929723502304,997.2114047904191,35.60178143712575,34.33287425149701
1751446748550,47.97221087735679,16.506150553360396,647,239,65.27,176.294,3.572,30.833,246.62449436175012,997.6077866766468,35.57,34.50809880239521
1751446763561,47.97221294836852,16.506191794049904,682,223,21.6,295.493,43.627,-5.06,245.10959117082535,997.2302365087281,35.6,34.368209476309225
1751446760560,47.97225293765731,16.506117950822848,644,216,65.178,289.51,-5.153,-3.349,245.8155343659245,997.263541516966,35.59181636726547,34.43091816367265
1751446757558,47.97225671908893,16.50611442462039,614,210,47.095,138.546,37.055,8.034,245.65040780911062,997.323645508982,35.59,34.45631736526946
1751446754555,47.972258759184605,16.506109780256526,593,197,75.659,27.05,8.787,8.297,245.23681676591846,997.3959656857855,35.58186034912718,34.49441895261845
1751446751552,47.972277882072476,16.50609163623649,637,190,44.795,342.523,15.523,9.307,246.1028493324857,997.5041149700598,35.58,34.51624750499002
