RECS_fid,Lat_deg,Lon_deg,DosPGIS_nGypH
862,47.974998,16.512514,49.339
863,47.974995,16.512503,49.773
864,47.974983,16.512493,49.528
865,47.974975,16.512483,52.771
866,47.974968,16.512472,53.432
867,47.97496,16.512463,52.808
868,47.974953,16.512449,52.558
869,47.974945,16.51244,52.702
870,47.974937,16.512428,51.482
871,47.97493,16.512419,52.039
872,47.974922,16.512409,51.64
873,47.974918,16.512405,52.203
874,47.974918,16.512403,50.506
875,47.974914,16.512398,49.001
876,47.974911,16.512388,50.902
877,47.974903,16.512377,49.273
878,47.974899,16.512365,48.601
879,47.974892,16.512356,47.47
880,47.974884,16.512344,47.479
881,47.974876,16.512335,47.057
882,47.974872,16.512325,47.559
883,47.974861,16.512316,45.536
884,47.974853,16.512306,47.785
885,47.974842,16.512297,50.758
886,47.974834,16.512285,54.582
887,47.974827,16.512274,56.691
888,47.974819,16.512262,56.733
889,47.974812,16.512251,60.212
890,47.974804,16.512239,64.366
891,47.9748,16.512234,62.845
892,47.974792,16.51223,60.67
893,47.974785,16.512236,60.808
894,47.974781,16.512243,61.811
895,47.974781,16.512249,61.392
896,47.974781,16.512249,58.27
897,47.974781,16.512245,59.85
898,47.974777,16.512241,59.608
899,47.974777,16.512239,61.635
900,47.974773,16.512237,60.932
901,47.974773,16.512237,61.075
902,47.974773,16.512234,60.495
903,47.974781,16.512224,60.285
904,47.974785,16.512213,58.054
905,47.974792,16.512201,60.863
906,47.9748,16.512192,58.935
907,47.974804,16.512184,60.479
908,47.974808,16.512173,62.895
909,47.974812,16.512167,61.141
910,47.974815,16.512159,63.858
911,47.974819,16.512159,61.449
912,47.974823,16.512154,60.61
913,47.974831,16.512154,58.186
914,47.974834,16.512148,55.955
915,47.974838,16.512146,54.749
916,47.974846,16.512148,54.567
917,47.974853,16.51215,52.699
918,47.974857,16.51215,52.168
919,47.974861,16.512148,51.893
920,47.974865,16.512148,51.387
921,47.974869,16.512146,50.182
922,47.974876,16.51215,50.74
923,47.974876,16.51215,52.5
924,47.97488,16.51215,52.418
925,47.974888,16.51215,51.474
