RECS_fid,Lat_deg,Lon_deg,DosPGIS_nGypH
824,47.974876,16.51296,49.788
825,47.974865,16.512974,49.729
826,47.974857,16.512989,50.756
827,47.974861,16.512995,50.414
828,47.974865,16.513004,51.548
829,47.974865,16.513006,50.869
830,47.974869,16.513002,50.262
831,47.974869,16.512991,51.06
832,47.974872,16.512981,50.507
833,47.97488,16.512972,50.583
834,47.974892,16.512962,49.661
835,47.974903,16.512951,49.22
836,47.974914,16.512943,49.302
837,47.974926,16.512936,50.122
838,47.974934,16.512924,49.993
839,47.974945,16.512911,51.201
840,47.974956,16.512897,52.105
841,47.974968,16.51288,53.367
842,47.974972,16.512867,52.936
843,47.974979,16.512844,54.216
844,47.974987,16.512829,54.733
845,47.974995,16.512812,55.037
846,47.975002,16.512794,55.223
847,47.97501,16.512781,54.448
848,47.975021,16.512766,53.721
849,47.975029,16.512752,52.426
850,47.975037,16.512739,51.915
851,47.975048,16.512728,52.237
852,47.975056,16.51272,50.874
853,47.975063,16.512712,50.74
854,47.975071,16.512703,50.046
855,47.975075,16.51269,49.326
856,47.975082,16.51268,49.056
857,47.975086,16.51267,48.817
858,47.975094,16.512661,47.781
859,47.975098,16.512659,47.567
860,47.975101,16.512661,47.362
861,47.975113,16.512672,47.516
862,47.975105,16.512686,48.077
863,47.975101,16.512695,48.537
864,47.975101,16.512707,48.724
865,47.975098,16.512724,47.966
866,47.97509,16.512737,48.984
867,47.97509,16.512749,50.072
868,47.975082,16.512762,48.221
869,47.975075,16.51277,48.617
870,47.975063,16.512781,50.169
871,47.975056,16.512792,48.701
872,47.975044,16.512806,49.737
873,47.975029,16.512817,49.301
874,47.975021,16.512833,50.497
875,47.97501,16.512846,49.811
876,47.975006,16.512859,50.082
877,47.974998,16.512871,50.458
878,47.974991,16.512884,51.409
879,47.974979,16.512897,51.711
880,47.974968,16.512911,51.824
881,47.974956,16.512924,50.506
882,47.974953,16.512937,51.005
883,47.974945,16.512951,51.216
884,47.974937,16.512964,52.485
885,47.974934,16.51298,50.911
886,47.97493,16.512995,50.985
887,47.974922,16.513008,51.227
888,47.974918,16.513021,50.384
889,47.974907,16.513031,49.573
890,47.974903,16.513042,48.649
891,47.974903,16.51305,49.433
892,47.974911,16.513058,50.602
893,47.974918,16.513067,50.437
894,47.97493,16.513067,51.161
895,47.974937,16.513061,51.255
896,47.974945,16.513054,50.785
897,47.974956,16.513042,50.785
898,47.974964,16.513031,51.572
899,47.974972,16.513023,51.66
900,47.974983,16.513012,52.312
901,47.974995,16.513,53.254
902,47.975006,16.512989,53.859
903,47.975014,16.512981,53.445
904,47.975025,16.51296,52.228
905,47.975033,16.512945,51.765
906,47.975048,16.512932,51.421
907,47.975056,16.512922,51.502
908,47.975063,16.512916,52.353
909,47.975071,16.512907,51.4
910,47.975078,16.512899,51.27
911,47.97509,16.512892,50.957
912,47.975098,16.512884,51.203
913,47.975101,16.512871,51.215
914,47.975109,16.512859,50.103
915,47.975117,16.512852,49.516
916,47.975128,16.512844,49.134
917,47.975136,16.512831,49.117
918,47.975143,16.512821,49.492
919,47.975151,16.512812,49.683
920,47.975155,16.5128,49.097
921,47.975162,16.512787,48.271
922,47.97517,16.512779,49.05
923,47.975178,16.512766,49.106
924,47.975181,16.512752,49.139
925,47.975189,16.512743,48.722
926,47.975189,16.512737,48.825
927,47.975189,16.512739,48.671
928,47.975193,16.512745,49.214
929,47.975197,16.512751,50.124
930,47.975201,16.512756,50.317
931,47.975204,16.512762,50.927
932,47.975208,16.512773,52.732
933,47.975208,16.512785,53.159
934,47.975208,16.512794,51.555
935,47.975208,16.512804,52.773
936,47.975201,16.512815,52.284
937,47.975197,16.512823,52.292
938,47.975189,16.512831,52.909
939,47.975181,16.512836,52.619
940,47.97517,16.512844,52.2
941,47.975166,16.512856,52.929
942,47.975159,16.512867,52.903
943,47.975155,16.51288,52.765
944,47.975151,16.512892,52.763
945,47.975143,16.512907,53.428
946,47.975136,16.512915,53.664
947,47.975128,16.512926,54.779
948,47.97512,16.512937,55.42
949,47.975117,16.512949,56.103
950,47.975109,16.512964,55.578
951,47.975101,16.512978,55.857
952,47.97509,16.512983,56.897
953,47.975082,16.512989,58.25
954,47.975075,16.513,58.286
955,47.975067,16.513012,57.422
956,47.97506,16.513023,57.628
957,47.975052,16.513035,56.768
958,47.975052,16.513048,55.898
959,47.975048,16.51306,54.701
960,47.97504,16.513071,54.932
961,47.975037,16.513082,54.735
962,47.975029,16.51309,52.879
963,47.975021,16.513096,52.567
964,47.975021,16.513103,53.014
965,47.975025,16.513109,53.394
966,47.975025,16.513115,51.978
967,47.975029,16.513119,51.187
968,47.975033,16.513111,52.153
969,47.97504,16.513107,52.624
970,47.975044,16.5131,50.996
971,47.975056,16.513094,51.945
972,47.975063,16.513082,52.92
973,47.975075,16.513069,53.389
974,47.975086,16.513054,53.909
975,47.975098,16.513039,52.761
976,47.975109,16.513023,52.596
977,47.975117,16.51301,52.685
978,47.975128,16.512987,53.866
979,47.975147,16.51298,54.418
980,47.975166,16.512974,54.59
981,47.975174,16.512966,54.083
982,47.975181,16.512958,53.1
983,47.975193,16.512951,52.816
984,47.975201,16.512941,51.589
985,47.975212,16.51293,50.912
986,47.97522,16.512918,51.578
987,47.97522,16.512911,51.299
988,47.975227,16.512899,51.592
989,47.975235,16.512888,51.939
990,47.975239,16.512873,51.517
991,47.975243,16.512861,50.699
992,47.97525,16.512852,51.227
993,47.975258,16.51284,51.803
994,47.975265,16.512827,51.421
995,47.975273,16.512814,51.365
996,47.975277,16.512798,51.406
997,47.975285,16.512785,51.894
998,47.975292,16.512775,51.949
999,47.9753,16.512762,51.256
1000,47.975307,16.512749,51.032
1001,47.975315,16.512739,53.178
1002,47.975319,16.51273,52.612
1003,47.975327,16.512722,52.425
1004,47.975327,16.512722,52.39
1005,47.975327,16.512726,52.394
1006,47.97533,16.512737,52.533
1007,47.975327,16.512743,53.1
1008,47.975323,16.512752,53.063
